name,stuff,bv,difficulty,tags,methods,tools,cook,image_filename
M记同款薯条,土豆,BV1Jx411x7iU,,同款,炸,一口万能的大锅,"食材
土豆 2 个（≈400 g），切 0.7 cm 方条
盐、食用油
流程
1 土豆条冲水去淀粉→蒸屉蒸 8 分钟→摊开晾凉。
2 电饭煲倒油→薯条炸至金黄（每面 3–4 分钟）→捞出撒盐。",304
乐事同款原味薯片,土豆、黄瓜,BV1vR4y1N7fN,简单,同款,炸,一口万能的大锅,"食材
土豆 2 个，刨 1 mm 薄片
盐少许
流程
1 薯片泡水 10 分钟去淀粉→擦干。
2 电饭煲内胆刷薄油→薯片单层铺底→“煮饭”键 10 分钟→翻面再 5 分钟至脆；出锅撒盐。",305
M记同款麦乐鸡,鸡肉、鸡蛋,BV1KA411e7Gr,,同款,炸,一口万能的大锅,"食材
鸡胸肉 200 g，剁泥
洋葱末 20 g、淀粉 1 大勺、盐 ½ 小勺、黑胡椒少许、蒜粉 ½ 小勺
流程
1 所有料搅上劲→压成方块。
2 电饭煲刷油→鸡块两面各煎 3 分钟；出锅趁热撒椒盐。",306
洋芋擦擦,土豆、胡萝卜,BV1fY41187Xo,普通,西北特色,蒸,一口万能的大锅,"食材
土豆 2 个，擦细丝
盐 ½ 小勺、面粉 2 大勺
流程
1 土豆丝加盐静置 5 分钟杀水→挤干→拌面粉。
2 蒸屉铺纱布→土豆丝铺平→蒸 8 分钟；取出切块，电饭煲少油煎至两面金黄，撒辣椒面。",307
白萝卜炒肉片,白萝卜、猪肉,BV1qL4y1i7xD,普通,下饭,炒,一口万能的大锅,"食材
白萝卜 200 g，切薄片
猪里脊 100 g，切片
腌料：生抽 1 勺、料酒 ½ 勺、淀粉 ½ 勺
蒜末 ½ 勺、盐 ¼ 小勺、葱花少许
电饭煲流程
1 肉片腌 10 分钟。
2 “煮饭”键热锅→少油炒香蒜末→下肉片炒至变色→加萝卜片炒 2 分钟→加 2 勺水焖 3 分钟→盐调味，撒葱花。",308
爆汁茄子,茄子、米,BV1rL4y1L751,简单,下饭,烧,一口万能的大锅,"食材
长茄子 2 根，切滚刀块
蒜末 1 勺、小米辣 ½ 根
酱汁：生抽 2 勺、蚝油 1 勺、糖 ½ 小勺、清水 3 勺
油 1 勺
流程
1 茄子块撒少许盐腌 10 分钟→挤干水分。
2 电饭煲“煮饭”键热油→蒜末、小米辣爆香→茄子下锅翻炒 3 分钟→淋酱汁→盖盖焖 5 分钟收汁。",309
番茄肉酱,番茄、芹菜、洋葱、猪肉、米、面食,BV1hF411t7hS,普通,下饭,烧,一口万能的大锅,"食材
番茄 3 个，去皮切丁
洋葱末 ½ 颗、蒜末 1 勺、牛肉末 200 g
番茄膏 1 大勺、生抽 2 勺、盐 ½ 小勺、糖 1 小勺、黑胡椒少许、橄榄油 1 勺
流程
1 电饭煲“煮饭”键热油→炒洋葱末、蒜末 1 分钟→下牛肉末炒散。
2 加入番茄丁、番茄膏、生抽、盐、糖、黑胡椒→盖盖小火煮 15 分钟，期间开盖搅拌 2 次；浓稠即成。
3 可拌面、拌饭、做焗饭基底，冷藏 3 天。",310
番茄土豆炖牛腩,牛肉、土豆、番茄、洋葱,BV1344y1n73V,普通,下饭,煮,一口万能的大锅,"食材（1–2人份）
- 牛腩200–300克切块
- 番茄2颗切块
- 土豆1个切块
- 胡萝卜1根切块（可选）
- 洋葱半个、葱段、姜片、蒜适量
- 香料：八角、桂皮、香叶、花椒少许
- 调料：料酒、生抽、老抽、冰糖、盐

一锅流程
1. 牛腩泡水换两次，冷水下锅加姜片、料酒焯水去血沫后捞出。
2. 热锅少油加冰糖熬糖色，加入牛腩翻炒上色。
3. 加入葱姜蒜和香料炒香后下番茄块翻炒出汁。
4. 倒入热水没过食材，加入生抽、老抽、料酒，大火煮开后转小火炖40–60分钟至牛肉酥软。
5. 加入胡萝卜煮10分钟，再加入土豆块煮至软烂入味。
6. 最后调盐和胡椒粉，大火收汁，撒葱花出锅。

小贴士
- 牛腩肥瘦相间口感更佳。
- 冰糖炒糖色提升香气与颜色。
- 番茄和土豆分次加入，保留酸鲜与软糯口感。",311
干锅土豆片,土豆、猪肉、米,BV1ZZ4y1A7HK,简单,下饭,炒,一口万能的大锅,"食材：
土豆 2-3 个；大蒜片；干辣椒若干；花椒少许；豆瓣酱或红油辣椒酱少量；盐；白胡椒粉；油；葱花；芝麻（可选）

一锅流程：
1. 土豆削皮洗净切约 2mm 厚片，泡水去淀粉后沥干。
2. 锅中加油至五成热，小火煎土豆至两面金黄酥脆，捞出备用。
3. 锅中留少许油，加入花椒、蒜片、干辣椒爆香。
4. 放回土豆片大火煸炒，加入豆瓣酱或辣椒酱、白胡椒粉翻匀。
5. 撒盐调味，翻炒均匀后装盘撒葱花、芝麻即可。

小贴士：
- 泡水去淀粉能使成菜脆爽；
- 煎土豆片火候别过大，避免糊锅；
- 豆瓣酱用量依据个人口味控制。",312
干锅土豆五花肉,猪肉、土豆、洋葱,BV1CV411W7AD,简单,下饭,炒,一口万能的大锅,"食材：
土豆；五花肉；蒜片；干辣椒；花椒；豆瓣酱；生抽；盐；油；葱花；芝麻

一锅流程：
1. 土豆切片泡水去淀粉沥干；五花肉切片焯水再沥干。
2. 炒锅加少许油煸香五花肉出油变色后取出备用。
3. 锅中留底油，爆香蒜片、花椒、干辣椒。
4. 加入土豆煎至金黄后回入五花肉，加入豆瓣酱、生抽翻炒均匀。
5. 出锅前加盐调味，装盘后撒葱花和芝麻。

小贴士：
- 五花肉提前焯水能去腥；
- 土豆和肉最后一同煸炒更入味；
- 调料可按喜好调节辣度与咸度。",313
红烧肉,猪肉,BV1vk4y127ZB,简单,下饭,煮,一口万能的大锅,"食材：
五花肉 500g；姜片；葱段；八角；桂皮；冰糖或白糖；料酒；生抽；老抽；盐；热水

一锅流程：
1. 五花肉切块焯水去血沫，冲洗后沥干。
2. 锅中少油，小火化冰糖至枣色，加入肉块煸炒上色。
3. 加入姜葱、八角、桂皮爆香。
4. 倒入料酒、生抽、老抽翻炒均匀后加入热水淹过食材。
5. 大火烧开后转中小火炖约40分钟至肉软烂。
6. 大火收汁至浓稠，加盐调味出锅。

小贴士：
- 开水炖肉更柔软；
- 冰糖炒色更香更亮；
- 收汁阶段要看火候避免焦糊。",314
胡萝卜炒里脊肉,胡萝卜、猪肉、米,BV1Ff4y1x7FX,普通,下饭,炒,一口万能的大锅,"食材：
猪里脊肉 150g；胡萝卜半根；葱姜蒜；料酒；生抽；盐；白胡椒粉；淀粉；油

一锅流程：
1. 里脊肉切片，用料酒、生抽、淀粉、白胡椒腌制10分钟。
2. 胡萝卜切丝焯水控干；葱姜蒜切好备用。
3. 热锅加油，下肉片快炒变色盛出。
4. 锅中少许油爆香葱姜蒜，下胡萝卜丝翻炒至略软。
5. 倒入肉片同炒，加生抽调味，翻匀即可出锅。

小贴士：
- 肉片腌制时间不宜过久；
- 胡萝卜可略带脆感避免炒过软；
- 可适量加少许糖提鲜。",315
胡萝卜炒肉,猪肉、胡萝卜,BV1Ff4y1x7FX,简单,下饭,炒,一口万能的大锅,"食材：
猪肉片；胡萝卜；蒜末；葱花；盐；料酒；生抽；油

一锅流程：
1. 猪肉切薄片加料酒和盐腌制数分钟。
2. 胡萝卜切片或切丝，蒜末葱花准备好。
3. 热锅加油，先炒肉至断生盛出。
4. 锅中加葱蒜爆香，下胡萝卜翻炒至断生。
5. 倒回肉片，加生抽调味，翻匀出锅。

小贴士：
- 腌肉能增加鲜味；
- 胡萝卜切法视喜好调整；
- 快炒保留蔬菜脆感。",316
胡萝卜炒五花肉,胡萝卜、猪肉、米,BV1jW411Z7yd,普通,下饭,炒,一口万能的大锅,"食材：
五花肉；胡萝卜；葱姜蒜；料酒；生抽；盐；油

一锅流程：
1. 五花肉切薄片焯水沥干；胡萝卜切片或丝备用。
2. 热锅少油煸炒五花肉至出油微焦盛出。
3. 爆香葱姜蒜，下胡萝卜翻炒至略软。
4. 放回肉片，加料酒、生抽调味，翻炒均匀出锅。

小贴士：
- 五花肉先煸可逼出香油；
- 胡萝卜略带硬脆感更好吃；
- 可加少许白糖提鲜。",317
红酒牛排,牛肉,BV1tS4y1H7sQ,,,,一口万能的大锅,"食材：
牛排块（如里脊或肋眼）200–300g
干红葡萄酒 50–200ml（视腌制量而定）
黑胡椒粉适量／盐适量
黄油或橄榄油少量／洋葱或红葱头（可选）
白糖或酸梅酱少许（家庭版用）／柠檬切角（法式版配料）
香草如迷迭香或百里香（法式配汁可选）

一锅流程：
1 牛排提前从冰箱取出至室温，擦干表面水分左右，用盐和黑胡椒均匀摩擦腌制 10–30 分钟；有条件可用干红浸泡 20–30 分钟（红酒覆盖牛排），中途翻面，腌酒液保留不倒掉备用。

2 平底锅加少许黄油或橄榄油，大火加热至油边起烟，放入牛排煎至表面深褐色（每面约 1–3 分钟，根据厚度调节），然后转中小火继续煎至所需熟度，家庭版可每 30 秒翻面一次；煎好后将牛排取出静置 5–15 分钟锁汁。

3 同一煎锅（保留底油与残渣），中火下红葱头或洋葱爆香，加入蒜末（可选）、香草（如百里香、迷迭香）炒出香味。

4 倒入腌制时留下的红酒，加少许白糖或酸梅酱（家庭版）／加少许香醋与香草（法式），煮沸后迅速将锅底粘附的焦香炒出。

5 转中小火，加入牛肉高汤或牛肉清汤（约与红酒量相当或略少），继续煮至液体浓缩为原来约 ¼–½ 体积。

6 熄火后拌入冷藏黄油块（1–2 汤匙），快速搅拌至酱汁光亮丝滑，必要时尝盐调味。

7 将静置后的牛排切片，摆盘，浇上红酒酱汁，可配柠檬片、生蔬菜如西兰花、甜椒、黄瓜片摆盘装饰（法式风格）。

小贴士：
1 牛排切块需充分擦干水分，煎时才能形成好焦皮；
2 若希望色泽红亮风味浓郁，可用冰糖或欧洲干红＋白糖按 2:1 比例调汁（干红量约为糖的一倍）。
3 静置牛排后再切能保持肉汁均匀分布；
4 制作红酒酱汁时火候要掌握好，避免烧焦苦味；
5 最后加黄油调拌让口感更细腻丰润。",318
可乐鸡翅,鸡肉,BV1pJ411v7S9,,,,一口万能的大锅,"食材：
鸡翅中若干；可乐200ml；生抽；蚝油；料酒；盐；姜片；葱段；油

一锅流程：
1. 鸡翅洗净，表面剪破方便入味。
2. 锅加油，煎鸡翅至两面金黄。
3. 加料酒、生抽、蚝油翻炒，加可乐没过鸡翅大火烧开。
4. 转中小火焖煮约10分钟至汤汁浓稠。
5. 大火收汁，加盐调味出锅。

小贴士：
- 剪破鸡翅皮能帮助调料渗入；
- 可乐使色泽红亮带甜味；
- 收汁浓稠才能挂汁。",319
可乐鸡翅包虾滑,虾、鸡肉、米,BV1Pb4y1p7mi,困难,下饭,煎,一口万能的大锅,"食材：
去骨鸡翅若干；虾滑；可乐；生抽；蚝油；料酒；姜葱；盐；油

一锅流程：
1. 鸡翅两侧剪掉脆骨脱骨，用手顶出骨头。
2. 将虾滑填入鸡翅内部填满。
3. 平底锅加油煎两面鸡翅金黄定型。
4. 加入葱姜、料酒、生抽、蚝油略炒后加入可乐没过鸡翅。
5. 盖盖中小火焖煮20分钟至全熟。
6. 大火收汁至浓稠，撒芝麻出锅。

小贴士：
- 脱骨过程要小心避免破皮；
- 虾滑填充要紧实免煮散；
- 香料可根据喜好增减。",320
腊肠烧茄子,腊肠、茄子、米,BV1bW41127MW,普通,下饭,烧,一口万能的大锅,"食材：
茄子；腊肠；蒜蓉；葱段；生抽；蚝油；白糖；盐；油；淀粉；胡椒粉

一锅流程：
1. 茄子切条后用淡盐水浸泡10分钟后控干；腊肠切片备用。
2. 锅中油热后爆炒腊肠至出油出香。
3. 加蒜蓉爆香，再放入茄子略翻炒。
4. 加清水、生抽、蚝油、白糖、胡椒粉焖煮3-5分钟。
5. 茄子软烂后勾薄芡，加入葱段出锅。

小贴士：
- 腊肠提前浸泡去杂质；
- 茄子不宜过烂掌握火候；
- 勾芡使菜更浓汁入味。",321
腊肠烧土豆,腊肠、土豆、米,BV1TL411V7Cp,普通,下饭,烧,一口万能的大锅,"食材：
腊肠；土豆；蒜片；葱花；生抽；蚝油；白糖；油；水或高汤；盐

一锅流程：
1. 土豆去皮切块泡水后沥干；腊肠切片。
2. 锅中少油煸香腊肠出油，加入蒜片爆香。
3. 加入土豆块翻炒至表面微焦。
4. 加生抽、蚝油、白糖调味，加入水或高汤没过食材大火烧开后转小火焖10-15分钟至土豆软。
5. 大火收汁后撒葱花出锅。

小贴士：
- 土豆块大小均匀更易入味；
- 焖煮阶段水量适中防糊锅；
- 可加胡椒粉提香。",322
萝卜泡菜,白萝卜,BV1VE411y7dr,普通,下饭,腌,一口万能的大锅,"食材：
白萝卜；盐；白砂糖；白醋或韩国辣椒粉；蒜末；姜末；葱段；鱼露可选

一锅流程：
1. 白萝卜去皮切块，加盐糖腌制30分钟至出水。
2. 滤出水清洗控干。
3. 加蒜末、姜末、葱段、辣椒粉、白醋或泡椒汁、鱼露拌匀。
4. 装入密封容器，冰箱冷藏1天后食用。

小贴士：
- 排水充分口感更脆；
- 泡椒汁带来更浓风味；
- 冷藏时间越久越入味。",323
麻辣凉拌包菜,包菜,BV18f4y1e7cy,简单,下饭,拌,一口万能的大锅,"食材：
包菜；蒜末；小米椒；干辣椒；花椒粉；白芝麻；生抽；陈醋；蚝油；白砂糖；盐；油

一锅流程：
1. 包菜撕小块焯水2分钟后冲凉沥干。
2. 调料碗中放蒜末、小米椒圈、白芝麻、辣椒粉、花椒粉。
3. 热油少量淋入碗中激香。
4. 加生抽、陈醋、蚝油、白砂糖、盐调成汁。
5. 淋在包菜上拌匀即可。

小贴士：
- 包菜一定要控干；
- 热油激香要少量多次；
- 调料比例可调整。",324
炝炒西葫芦,西葫芦、番茄,BV1QU4y1f7sY,普通,下饭,炒,一口万能的大锅,"食材：
西葫芦；蒜片；干辣椒；花椒；小葱；盐；生抽；味精可选；油

一锅流程：
1. 西葫芦切片控干水分。
2. 热锅加油炒香蒜片。
3. 加干辣椒和花椒煸香。
4. 放入西葫芦大火快炒至断生。
5. 加盐、生抽、味精翻炒，撒葱花出锅。

小贴士：
- 火大动作快保持脆爽；
- 控水后更易入味不变软；
- 调味迅速完成色泽好。",325
芹菜炒肉,猪肉、芹菜,BV1v7411T7is,简单,下饭,炒,一口万能的大锅,"食材
芹菜 200 g 切段 - 猪里脊 120 g 切丝 - 腌料：生抽 1 勺、料酒 ½ 勺、淀粉 ½ 勺、油 ½ 勺 - 蒜末 ½ 勺、盐 ¼ 小勺、红椒丝少许
一锅流程
1 腌肉 10 min。
2 电饭煲“煮饭”键热油→蒜末爆香→肉丝滑炒至变色→下芹菜、红椒炒 2 min→盐调味。
小贴士 芹菜先拍松再切段，更脆更入味。",326
芹菜肥牛,芹菜、牛肉,BV1ML4y1G7ba,,下饭,炒,一口万能的大锅,"食材
肥牛片 150 g - 芹菜 150 g 段 - 蒜末½勺 - 生抽 1 勺、蚝油 1 勺、黑胡椒少许
流程
1 电饭煲热油→蒜末→肥牛快速划散至变色。
2 入芹菜炒 1 min→生抽+蚝油+胡椒→盖焖 1 min。",327
芹菜粉,芹菜、面食,BV1Eh411Y7Y3,,下饭,煮,一口万能的大锅,"食材
细米粉 80 g（提前冷水泡 20 min） - 芹菜 100 g 丁 - 鸡蛋 1 只 - 生抽 1 勺、老抽 ½ 勺、油 1 勺
流程
1 电饭煲热油→炒鸡蛋盛出。
2 下芹菜丁炒 1 min→加泡好的米粉、生抽老抽→翻炒 2 min→回鸡蛋拌匀。",328
芹菜鸡翅焖锅,芹菜、鸡肉,av761877317,普通,下饭,烧,一口万能的大锅,"食材
鸡翅中 6–8 只 - 芹菜 150 g 段 - 生抽 2 勺、蚝油 1 勺、番茄酱 1 勺、清水 80 ml - 姜片 2 片
流程
1 鸡翅划刀，生抽 1 勺腌 10 min。
2 电饭煲热油→姜片→鸡翅两面煎金黄。
3 加芹菜、剩余调料→盖焖 12 min→收汁即可。",329
芹菜木耳炒蛋,芹菜、鸡蛋,BV1Dt411o7hq,,下饭,炒,一口万能的大锅,"食材
芹菜 100 g - 泡发木耳 50 g - 鸡蛋 2 只 - 盐 ¼ 勺
流程
1 电饭煲热油→炒蛋盛出。
2 下芹菜木耳炒 2 min→回蛋、盐翻匀。
",330
芹菜油豆腐,芹菜、豆腐,BV15J411G7Dx,,下饭,煮,一口万能的大锅,"【食材】
芹菜 150 g（去叶后净重）
油豆腐 6 片（约 90 g，对角切三角形易入味）
蒜片 4 g、姜丝 2 g
生抽 8 g、蚝油 5 g、糖 1 g、清水 40 ml
油 4 g、芝麻油 2 g（起锅前）
【一锅流程】
1 预处理
  ① 芹菜撕筋、斜刀 4 cm 段→盐冰水 3 min→沥干。
  ② 油豆腐 80 ℃ 温水泡 2 min 去浮油→挤干。
2 电饭煲“快煮”键空烧 90 s，内胆油温 150 ℃。
  ① 蒜姜 5 s 爆香→下芹菜大火炒 60 s（边缘略焦更香）。
  ② 加入油豆腐→用铲子轻压，使其“吱”地吸汁。
  ③ 倒入生抽+蚝油+糖+清水→盖盖焖 3 min（电饭煲自动 100 ℃）。
  ④ 开盖大火收汁 30 s→淋芝麻油出锅。
【失败排查】
不入味：油豆腐未挤干或未压扁吸汁。
软塌：芹菜忘记冰浴或焖时过长。
【口味微调】
加辣：收汁前撒 1 g 辣椒面。
增鲜：加 2 g 鱼露或半勺味精。",331
肉末土豆,土豆、肉、米,BV1ZS4y127wm,,下饭,炒,一口万能的大锅,"【食材】
土豆 1 个（去皮 200 g）
猪肉末 120 g（瘦 7 肥 3）
蒜末 3 g、姜末 2 g
腌肉末：料酒 5 g、生抽 4 g、淀粉 1 g、白胡椒 0.3 g
调味：生抽 6 g、老抽 2 g、糖 1 g、清水 80 ml
油 4 g、葱花 2 g
【一锅流程】
1 肉末腌 10 min；土豆切 1.5 cm 方丁→清水冲淀粉→沥干。
2 电饭煲“煮饭”键热油 4 g 至 160 ℃→蒜末姜末 5 s 爆香→肉末下锅快速划散 45 s 至变色。
3 土豆丁下锅翻炒 1 min 边缘透明→加所有调味+清水→盖盖“煮饭”程序 8 min（实际 95–98 ℃ 焖煮）。
4 开盖检测：土豆轻松压碎即熟→大火收汁 60 s→撒葱花。
【口感选择】
绵软：多焖 2 min。
带颗粒：收汁提前 1 min。",332
莴笋炒肉,莴笋、猪肉,BV1d3411H7G5,普通,下饭,炒,一口万能的大锅,"【食材】
猪里脊 100 g 薄片
莴笋 200 g（去皮后净重）
腌肉同上
蒜片 3 g、红椒丝 10 g（配色）
调味：生抽 6 g、蚝油 4 g、糖 1 g、白胡椒 0.3 g
油 4 g
【一锅流程】
1 莴笋先斜刀 3 mm 厚片→盐冰水 5 min→沥干。
2 电饭煲 160 ℃ 热油→蒜片 3 s 爆香→肉片 45 s 变色→下莴笋、红椒大火炒 90 s。
3 调味全部下锅→翻炒 60 s 断生即可（莴笋仍脆）。
【脆度测试】
用筷子戳莴笋片，中心呈半透明即熟。",333
西葫芦炒蛋,西葫芦、鸡蛋、番茄,BV1wT4y1Q7Db,简单,下饭,炒,一口万能的大锅,"【食材】
西葫芦 1 根（250 g）切 2 mm 半圆片
鸡蛋 2 只（室温）
盐 1 g、糖 0.5 g、蒜末 2 g
油 5 g
【一锅流程】
1 西葫芦片撒 1 g 盐抓 2 min→杀水→挤干。
2 电饭煲 150 ℃ 热油 3 g→鸡蛋倒入，中圈 5 s 凝固→用筷子划散，盛出。
3 补油 2 g→蒜末 3 s→西葫芦大火炒 60 s→回鸡蛋→盐糖→再炒 30 s 出锅。
【失败排查】
出水：西葫芦未杀水。
鸡蛋老：油温过高或炒制过久。",334
